"Country","ISOCode","Year","GDPPerCapita","FemaleUnemploymentRate","ElectricityPerCapita","PopulationInMillions","ChildrenPerWoman","ChildMortalityRate","LaborRate","LifeExpectancy","NumCode"
"Seychelles","SYC","2015",25609.28948,4.789999962,NA,0.093419,2.31,14.8,NA,74.29512195,690
"Sierra Leone","SLE","2015",1551.822009,NA,NA,7.171914,4.561,138.3,59.08000183,52.941,694
"Singapore","SGP","2015",89366.30789,3.960000038,NA,5.535002,1.24,2.7,76.63999939,82.74390244,702
"Sint Maarten (Dutch part)","SXM","2015",41852.40413,NA,NA,0.038825,NA,NA,NA,77.2195122,534
"Slovak Republic","SVK","2015",28767.60276,12.89000034,NA,5.423801,1.4,6.2,70.94999695,76.56341463,703
"Slovenia","SVN","2015",33912.92825,10.03999996,NA,2.063531,1.57,2.5,71.65000153,80.77560976,705
"Solomon Islands","SLB","2015",2520.669732,NA,NA,0.603118,4.459,22.3,85.38999939,72.173,90
"Somalia","SOM","2015",NA,NA,NA,13.797201,6.363,132.7,48.97999954,55.92,706
"South Africa","ZAF","2015",12840.03587,27.52000046,NA,55.386367,2.484,37.1,59.09000015,62.649,710
"South Sudan","SSD","2015",NA,NA,NA,10.715658,4.937,96.2,74.16999817,56.855,728
"Spain","ESP","2015",37496.42147,23.54999924,NA,46.444832,1.33,3.3,74.37999725,82.83170732,724
"Sri Lanka","LKA","2015",11890.51618,7.329999924,NA,20.97,2.213,8.7,59.47000122,76.316,144
"St. Kitts and Nevis","KNA","2015",25569.35702,NA,NA,0.051204,NA,16.9,NA,NA,659
"St. Lucia","LCA","2015",14029.98253,NA,NA,0.179126,1.473,21,77.77999878,75.596,662
"St. Martin (French part)","MAF","2015",NA,NA,NA,0.035858,1.81,NA,NA,79.32195122,663
"St. Vincent and the Grenadines","VCT","2015",11971.99328,NA,NA,0.109148,1.953,16.8,73.77999878,72.095,670
"Sudan","SDN","2015",4191.823461,NA,NA,38.90295,4.594,65.9,49.81999969,64.429,729
"Suriname","SUR","2015",17382.75643,11.44999981,NA,0.559136,2.494,20.2,56.88000107,71.249,740
"Sweden","SWE","2015",51091.58922,7.289999962,NA,9.799186,1.85,2.9,81.87999725,82.20487805,752
"Switzerland","CHE","2015",65936.62603,4.909999847,NA,8.282396,1.54,4.3,83.37999725,82.89756098,756
"Syrian Arab Republic","SYR","2015",NA,NA,NA,17.997408,2.94,23.2,46.02000046,69.908,760
"Tajikistan","TJK","2015",2821.656311,NA,NA,8.454028,3.623,37.7,43.83000183,70.137,762
"Tanzania","TZA","2015",2354.139221,NA,NA,51.482633,5.079,57.9,84.91000366,63.111,834
"Thailand","THA","2015",16301.53809,0.610000014,NA,68.714511,1.538,10.8,75.52999878,76.091,764
"Timor-Leste","TLS","2015",3297.867109,NA,NA,1.196302,4.219,50.8,66.86000061,68.459,626
"Togo","TGO","2015",1447.229049,1.700000048,NA,7.323158,4.516,75.8,58.93000031,59.927,768
"Tonga","TON","2015",5949.018574,NA,NA,0.100781,3.678,16.8,51.63999939,70.517,776
"Trinidad and Tobago","TTO","2015",29182.57065,2.950000048,NA,1.370328,1.767,19.7,69.38999939,72.941,780
"Tunisia","TUN","2015",10519.73939,22.20999908,NA,11.179949,2.251,17.2,51.59000015,75.922,788
"Turkey","TUR","2015",26041.52835,12.59000015,NA,78.529409,2.101,13,55.59000015,76.532,792
"Turkmenistan","TKM","2015",12993.52247,NA,NA,5.565287,2.93,41.9,61.27999878,67.704,795
"Turks and Caicos Islands","TCA","2015",26691.61937,NA,NA,0.035981,NA,NA,NA,NA,796
"Tuvalu","TUV","2015",3723.199797,NA,NA,0.011099,NA,27.2,NA,NA,798
"Uganda","UGA","2015",2054.090126,NA,NA,38.225453,5.394,56.1,71.68000031,61.373,800
"Ukraine","UKR","2015",11237.07446,8.079999924,NA,45.154036,1.506,9.5,66.25,71.1895122,804
"United Arab Emirates","ARE","2015",65218.79227,NA,NA,9.2629,1.541,7.8,83.65000153,77.285,784
"United Kingdom","GBR","2015",44893.73978,5.119999886,NA,65.116219,1.8,4.5,76.79000092,80.95609756,826
"United States","USA","2015",58509.58354,5.179999828,NA,320.635163,1.8435,6.8,71.55000305,78.6902439,840
"Uruguay","URY","2015",20588.39312,8.850000381,NA,3.412009,1.997,8.8,76.01000214,77.369,858
"Uzbekistan","UZB","2015",6086.715742,5,NA,31.2989,2.491,22.8,65.23000336,70.928,860
"Vanuatu","VUT","2015",3037.784742,NA,NA,0.27113,3.898,28.7,70.62000275,69.869,548
"Venezuela, RB","VEN","2015",NA,NA,NA,30.081829,2.34,19.1,66.66999817,72.584,862
"Vietnam","VNM","2015",6438.260271,1.710000038,NA,92.677076,2.014,21.5,82.41999817,75.11,704
"Virgin Islands (U.S.)","VIR","2015",NA,NA,NA,0.10771,2.11,NA,71.83000183,79.01707317,850
"West Bank and Gaza","PSE","2015",6048.976597,34.31999969,NA,4.270092,3.955,21.4,45.47999954,73.442,275
"Yemen, Rep.","YEM","2015",NA,NA,NA,26.497889,4.103,57.1,38.38999939,66.085,887
"Zambia","ZMB","2015",3443.555206,NA,NA,15.879361,4.918,68.5,75.80000305,61.737,894
"Zimbabwe","ZWE","2015",2958.209004,NA,NA,13.814629,3.896,62,83.87999725,59.534,716
"Arab World","ARB","2015",14441.43678,NA,NA,396.028278,3.365221092,37.5512591,51.12336243,71.24957141,NA
"Caribbean small states","CSS","2015",15973.20075,12.75474492,NA,7.222206,2.045249974,18.94872831,68.07893668,73.27301798,NA
"Central Europe and the Baltics","CEB","2015",27528.54771,7.905662023,NA,103.257886,1.461985364,5.704510493,69.09364594,76.57187776,NA
"Early-demographic dividend","EAR","2015",8513.163624,NA,NA,3122.156905,2.572498054,40.27235301,58.46425054,69.74850615,NA
"East Asia & Pacific","EAS","2015",14983.21973,NA,NA,2282.855831,1.831081638,17,74.67329308,75.39259759,NA
"East Asia & Pacific (excluding high income)","EAP","2015",11624.94428,NA,NA,2038.190036,1.874993254,17.87485045,74.833046,74.49622762,NA
"East Asia & Pacific (IDA & IBRD countries)","TEA","2015",11748.18053,NA,NA,2012.980531,1.874398673,17.83643314,74.68803627,74.53395213,NA
"Euro area","EMU","2015",43966.69504,11.03471848,NA,339.48838,1.549776602,3.828063954,72.48608963,81.56922911,NA
"Europe & Central Asia","ECS","2015",32746.50481,8.601959175,NA,906.707416,1.764686614,9.7,70.28502553,77.24067794,NA
"Europe & Central Asia (excluding high income)","ECA","2015",20055.6749,7.420306789,NA,390.295673,1.991248438,14.35145902,67.05970316,72.59516118,NA
"Europe & Central Asia (IDA & IBRD countries)","TEC","2015",20926.70609,7.472574641,NA,452.301305,1.91719483,13.59754422,67.12110999,73.14800602,NA
"European Union","EUU","2015",40854.07025,10.19504358,NA,444.543759,1.537246397,4.216267862,71.90800193,80.56680714,NA
"Fragile and conflict affected situations","FCS","2015",NA,NA,NA,730.42493,4.699934998,90.75732775,60.52394057,60.54837947,NA
"Heavily indebted poor countries (HIPC)","HPC","2015",2383.617482,NA,NA,718.128416,4.946646116,76.95924183,70.44481161,61.85295324,NA
"High income","HIC","2015",46876.68886,6.880379479,NA,1212.25237,1.664194341,5.4,72.29824199,80.39199112,NA
"IBRD only","IBD","2015",11699.47921,NA,NA,4648.915921,2.0989763,26.48662533,65.62723953,72.69619553,NA
"IDA & IBRD total","IBT","2015",9672.156325,NA,NA,6176.134809,2.584717558,46.25271076,65.39428446,70.35621202,NA
"IDA blend","IDB","2015",4738.649173,5.453370818,NA,512.877243,4.290543289,92.48990138,59.18105926,61.25627918,NA
"IDA only","IDX","2015",2968.46363,NA,NA,1014.341645,4.08380429,69.64633478,67.27740757,64.231929,NA
"IDA total","IDA","2015",3568.128459,NA,NA,1527.218888,4.152594623,77.47942032,64.54242007,63.2326807,NA
"Late-demographic dividend","LTE","2015",14841.20414,NA,NA,2247.40905,1.740571844,12.2186227,74.49119125,75.47097611,NA
"Latin America & Caribbean","LCN","2015",16278.11518,7.731998554,NA,622.301083,2.084449887,18.1,68.59967942,74.96168739,NA
"Latin America & Caribbean (excluding high income)","LAC","2015",15729.42406,7.770601772,NA,590.731803,2.096874782,18.40388574,68.66456505,74.76219857,NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2015",16221.78308,7.816423889,NA,606.271969,2.095698445,18.25699011,68.78501552,74.86655926,NA
"Least developed countries: UN classification","LDC","2015",2747.553909,NA,NA,941.131317,4.17847406,72.02635367,68.43372381,63.94777696,NA
"Low & middle income","LMY","2015",9414.696383,NA,NA,6126.712584,2.595235262,46.42331339,65.4319076,70.27716323,NA
"Low income","LIC","2015",2304.052494,NA,NA,603.234541,4.841690869,77.6,68.46144597,62.3505613,NA
"Lower middle income","LMC","2015",5643.430259,NA,NA,2749.824313,2.85137583,55.9,58.19553067,67.65892218,NA
"Middle East & North Africa","MEA","2015",16054.02604,18.37749988,NA,425.82177,2.88941192,24,50.49301117,73.51484485,NA
"Middle East & North Africa (excluding high income)","MNA","2015",10218.21129,20.08615232,NA,363.97555,2.960053952,25.8853944,47.10722146,73.00029612,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","2015",10267.52733,19.90958422,NA,359.705458,2.949051431,25.95673798,47.12444993,72.99505261,NA
"Middle income","MIC","2015",10209.58246,NA,NA,5523.478043,2.372270239,39.98782285,65.1641352,71.14288032,NA
"North America","NAC","2015",57423.20486,5.303949067,NA,356.403308,1.815216619,6.7,72.20709174,79.0122081,NA
"Not classified","INX","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD members","OED","2015",42089.51764,7.026949904,NA,1327.822047,1.747271557,7.742238989,71.12276386,79.81226384,NA
"Other small states","OSS","2015",22724.3383,NA,NA,28.948869,3.127289369,53.68849393,68.8825982,67.40523612,NA
"Pacific island small states","PSS","2015",6941.801695,NA,NA,2.355672,3.567205008,25.45779551,67.40260139,69.44445877,NA
"Post-demographic dividend","PST","2015",45970.1698,6.793933976,NA,1096.86006,1.631631413,5.116796971,72.72141123,80.39499328,NA
"Pre-demographic dividend","PRE","2015",3568.43513,NA,NA,845.759344,5.189378489,89.38598861,64.91397135,59.51195893,NA
"Small states","SST","2015",20493.51472,NA,NA,38.526747,2.93782977,47.06050343,68.65550621,68.61401034,NA
"South Asia","SAS","2015",5139.877763,NA,NA,1749.417068,2.470078836,48.8,54.44405417,68.64190068,NA
"South Asia (IDA & IBRD)","TSA","2015",5139.877763,NA,NA,1749.417068,2.470078836,48.7942574,54.44405417,68.64190068,NA
"Sub-Saharan Africa","SSF","2015",3809.226387,NA,NA,995.458478,4.912890461,85.7,68.1361743,59.95283055,NA
"Sub-Saharan Africa (excluding high income)","SSA","2015",3786.858379,NA,NA,994.102454,4.91800022,85.65918933,68.13933042,59.93319296,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2015",3809.226387,NA,NA,995.458478,4.912890461,85.63006657,68.1361743,59.95283055,NA
"Upper middle income","UMC","2015",14693.4589,NA,NA,2773.65373,1.910795062,15.8,71.4242582,74.59715009,NA
"World","WLD","2015",15516.98652,NA,NA,7338.964954,2.456207936,42.6,66.57843654,71.94738393,NA
"Afghanistan","AFG","2016",2057.062164,NA,NA,35.383128,4.8,67.6,50.02999878,63.763,4
"Albania","ALB","2016",12331.12775,14.47000027,NA,2.876101,1.659,9.4,65.40000153,78.194,8
"Algeria","DZA","2016",11826.16467,18.25,NA,40.551404,3.052,24.8,45.86000061,76.298,12
"American Samoa","ASM","2016",NA,NA,NA,0.055741,NA,NA,NA,NA,16
"Andorra","AND","2016",NA,NA,NA,0.077297,NA,3.4,NA,NA,20
"Angola","AGO","2016",7568.997643,NA,NA,28.842484,5.686,84.2,78.12000275,59.925,24
"Antigua and Barbuda","ATG","2016",19417.96482,NA,NA,0.094527,2.003,7.4,NA,76.617,28
"Argentina","ARG","2016",23189.52745,NA,NA,43.590368,2.288,10.9,67.86000061,76.221,32
"Armenia","ARM","2016",11303.0717,17.48999977,NA,2.936146,1.744,13.7,64.26000214,74.64,51
"Aruba","ABW","2016",37866.17385,NA,NA,0.104872,1.872,NA,NA,75.868,533
"Australia","AUS","2016",48347.03166,5.78000021,NA,24.190907,1.752,3.8,77.01999664,82.44878049,36
"Austria","AUT","2016",53439.41395,5.539999962,NA,8.736668,1.53,3.6,76.18000031,81.64146341,40
"Azerbaijan","AZE","2016",14238.78414,6,NA,9.757812,1.9,24.6,71.19999695,72.493,31
"Bahamas, The","BHS","2016",35557.31981,14.5,NA,0.377931,1.771,13.6,81.09999847,73.329,44
"Bahrain","BHR","2016",47937.77631,NA,NA,1.425791,2.033,7.4,73.51000214,76.899,48
"Bangladesh","BGD","2016",3920.301119,7.289999962,NA,157.97084,2.09,35.7,58.52999878,71.785,50
"Barbados","BRB","2016",15738.1888,8.649999619,NA,0.285796,1.613,13.7,77.77999878,78.888,52
"Belarus","BLR","2016",17822.60659,4.190000057,NA,9.501534,1.733,3.8,77.45999908,73.82682927,112
"Belgium","BEL","2016",49988.07943,7.559999943,NA,11.331422,1.68,3.8,67.73000336,81.43902439,56
"Belize","BLZ","2016",7117.943889,11.14000034,NA,0.3684,2.391,14.5,67.51999664,74.219,84
"Benin","BEN","2016",2961.441778,NA,NA,10.872067,4.977,97.4,71.68000031,60.885,204
"Bermuda","BMU","2016",78149.35254,NA,NA,0.064554,1.61,NA,NA,81.22707317,60
"Bhutan","BTN","2016",10775.14643,NA,NA,0.736709,2.014,31.8,68.98000336,70.781,64
"Bolivia","BOL","2016",8202.550925,4.03000021,NA,11.031813,2.829,29.5,69.80999756,70.626,68
"Bosnia and Herzegovina","BIH","2016",13236.45206,30.04999924,NA,3.386267,1.286,6.2,55.95000076,76.998,70
"Botswana","BWA","2016",17117.12222,NA,NA,2.159944,2.942,43.6,73.08999634,68.178,72
"Brazil","BRA","2016",14446.41281,13.43000031,NA,206.163058,1.747,16.4,69.73999786,75.23,76
"British Virgin Islands","VGB","2016",NA,NA,NA,0.029355,NA,NA,NA,NA,92
"Brunei Darussalam","BRN","2016",60865.98695,NA,NA,0.4198,1.915,10.8,69.16000366,75.45,96
"Bulgaria","BGR","2016",20578.59751,6.96999979,NA,7.127822,1.54,7.7,68.80000305,74.81219512,100
"Burkina Faso","BFA","2016",1981.426838,NA,NA,18.646378,5.353,97,67.93000031,60.354,854
"Burundi","BDI","2016",794.6045744,NA,NA,10.487998,5.599,64.1,79.58999634,60.528,108
"Cabo Verde","CPV","2016",6482.648316,NA,NA,0.531146,2.346,18.1,63.40000153,72.347,132
"Cambodia","KHM","2016",3733.955498,0.850000024,NA,15.766293,2.559,30.1,84.77999878,68.977,116
"Cameroon","CMR","2016",3524.444514,NA,NA,23.926539,4.708,84.5,77.06999969,58.063,120
"Canada","CAN","2016",47564.81088,6.239999771,NA,36.109487,1.5433,5.2,78.08999634,81.9,124
"Cayman Islands","CYM","2016",68355.71982,NA,NA,0.062569,NA,NA,NA,NA,136
"Central African Republic","CAF","2016",884.4944169,NA,NA,4.537687,4.87,121.6,73.37000275,51.593,140
"Chad","TCD","2016",1687.052642,NA,NA,14.561666,5.947,125.6,71.05999756,53.438,148
"Channel Islands","CHI","2016",NA,NA,NA,0.166923,1.527,NA,72.37999725,82.6,NA
"Chile","CHL","2016",24608.06503,7.269999981,NA,18.209068,1.713,7.7,68.04000092,79.779,152
"China","CHN","2016",13487.82248,NA,NA,1378.665,1.675,9.9,76.19000244,76.21,156
"Colombia","COL","2016",14242.80689,11.21000004,NA,48.175048,1.843,15.1,74.12000275,76.732,170
"Comoros","COM","2016",2987.989053,NA,NA,0.795592,4.347,69.5,46.29999924,63.7,174
"Congo, Dem. Rep.","COD","2016",1055.572955,NA,NA,78.789127,6.112,93.9,64.34999847,59.655,180
"Congo, Rep.","COG","2016",4598.656999,NA,NA,4.980999,4.536,52.6,70.69999695,63.556,178
"Costa Rica","CRI","2016",19211.56676,10.85999966,NA,4.899345,1.789,8.9,65.38999939,79.738,188
"Cote d'Ivoire","CIV","2016",4615.711582,3.359999895,NA,23.822714,4.759,88,56.31000137,56.567,384
"Croatia","HRV","2016",25681.55207,13.78999996,NA,4.174349,1.42,4.9,65.55999756,78.02195122,191
"Cuba","CUB","2016",NA,2.200000048,NA,11.335109,1.656,5.5,63.99000168,78.607,192
"Curacao","CUW","2016",26009.528,NA,NA,0.159664,1.7,NA,NA,77.7195122,531
"Cyprus","CYP","2016",36526.81906,13.31999969,NA,1.170187,1.345,2.6,72.23000336,80.513,196
"Czech Republic","CZE","2016",37133.15493,4.670000076,NA,10.566332,1.63,3.2,75.19000244,79.02682927,203
"Denmark","DNK","2016",54358.03363,6.380000114,NA,5.72801,1.79,4.1,77.43000031,80.85365854,208
"Djibouti","DJI","2016",4709.549234,NA,NA,0.929112,2.846,63.2,63.84000015,65.064,262
"Dominica","DMA","2016",12154.75144,NA,NA,0.071307,NA,32.1,NA,NA,212
"Dominican Republic","DOM","2016",16166.60375,10.64999962,NA,10.397743,2.387,30.5,67.83999634,73.471,214
"Ecuador","ECU","2016",11551.61667,5.809999943,NA,16.491115,2.475,14.8,71.15000153,76.365,218
"Egypt, Arab Rep.","EGY","2016",10795.80863,23.57999992,NA,94.447072,3.41,22.6,50.68000031,71.482,818
"El Salvador","SLV","2016",8309.630336,3.849999905,NA,6.356143,2.079,14.7,63.18999863,72.644,222
"Equatorial Guinea","GNQ","2016",24827.07298,NA,NA,1.215179,4.686,90.8,63.33000183,57.713,226
"Eritrea","ERI","2016",NA,NA,NA,NA,4.164,44.8,81.58999634,65.111,232
"Estonia","EST","2016",32232.92164,6.070000172,NA,1.31579,1.6,2.9,77.62999725,77.64146341,233
"Eswatini","SWZ","2016",8321.10661,24.42000008,NA,1.113984,3.041,58.9,53.86000061,56.962,748
"Ethiopia","ETH","2016",1894.896632,NA,NA,103.603501,4.456,58.9,81.91000366,65.482,231
"Faroe Islands","FRO","2016",NA,NA,NA,0.048173,2.6,NA,NA,82.04390244,234
"Fiji","FJI","2016",12820.82747,5.539999962,NA,0.872399,2.797,24.7,60.68000031,67.175,242
"Finland","FIN","2016",46244.1052,8.579999924,NA,5.495303,1.57,2.4,75.77999878,81.42926829,246
"France","FRA","2016",43844.7477,9.840000153,NA,66.724104,1.92,4.2,71.44000244,82.57317073,250
"French Polynesia","PYF","2016",NA,NA,NA,0.274575,1.973,NA,60.66999817,77.024,258
"Gabon","GAB","2016",15359.80924,NA,NA,2.007873,4.039,47,53.63000107,65.418,266
"Gambia, The","GMB","2016",2036.87242,NA,NA,2.149139,5.338,57.8,60.47999954,61.166,270
"Georgia","GEO","2016",12963.74396,12.55000019,NA,3.727505,2.059,10.2,74.25,73.207,268
"Germany","DEU","2016",51968.67654,3.74000001,NA,82.348669,1.6,3.9,77.80999756,80.9902439,276
"Ghana","GHA","2016",4724.125116,NA,NA,28.481946,3.984,52.2,69.37000275,63.124,288
"Gibraltar","GIB","2016",NA,NA,NA,0.033737,NA,NA,NA,NA,292
"Greece","GRC","2016",28743.41723,28.10000038,NA,10.775971,1.38,4.4,68.31999969,81.38780488,300
"Greenland","GRL","2016",NA,NA,NA,0.056186,2,NA,NA,70.84878049,304
"Grenada","GRD","2016",15613.97334,NA,NA,0.110261,2.104,16.4,NA,72.408,308
"Guam","GUM","2016",NA,NA,NA,0.162951,2.358,NA,70.52999878,79.391,316
"Guatemala","GTM","2016",8205.754475,3.450000048,NA,15.82769,2.973,27.2,63.97000122,73.541,320
"Guinea","GIN","2016",2253.478244,NA,NA,11.738441,4.854,105.2,63.54999924,60.17,324
"Guinea-Bissau","GNB","2016",1864.259897,NA,NA,1.782437,4.631,87.3,72.83000183,57.328,624
"Guyana","GUY","2016",11630.99796,NA,NA,0.771366,2.509,32.2,58.47000122,69.454,328
"Haiti","HTI","2016",2952.618729,NA,NA,10.83997,3.041,68.5,68.15000153,62.896,332
"Honduras","HND","2016",5395.613969,8.880000114,NA,9.270795,2.536,18.6,68.26999664,74.701,340
"Hong Kong SAR, China","HKG","2016",58096.28339,3.079999924,NA,7.3366,1.205,NA,71.59999847,84.22682927,344
"Hungary","HUN","2016",28260.77661,5.110000134,NA,9.814023,1.53,4.7,69.94999695,76.06341463,348
"Iceland","ISL","2016",54125.48067,3.049999952,NA,0.335439,1.74,2.2,89.08999634,82.20487805,352
"India","IND","2016",5840.670229,NA,NA,1324.509589,2.266,40.9,52.90000153,68.897,356
"Indonesia","IDN","2016",10531.19794,3.869999886,NA,261.554226,2.362,26.7,68.37000275,71.035,360
"Iran, Islamic Rep.","IRN","2016",14205.20717,20.79000092,NA,79.564016,2.083,15.5,46.54000092,76.047,364
"Iraq","IRQ","2016",11542.26426,22.21999931,NA,36.610632,3.864,28.6,45.72000122,70.122,368
"Ireland","IRL","2016",72962.8507,7.599999905,NA,4.755335,1.81,3.6,72.84999847,81.65365854,372
"Isle of Man","IMN","2016",NA,2.25999999,NA,0.083287,NA,NA,NA,NA,833
"Israel","ISR","2016",38427.74095,4.940000057,NA,8.546,3.11,3.8,72.40000153,82.40731707,376
"Italy","ITA","2016",40968.14304,12.77000046,NA,60.627498,1.34,3.4,64.98000336,83.24390244,380
"Jamaica","JAM","2016",9550.810094,17.39999962,NA,2.906238,2.009,15.2,70.30999756,74.175,388
"Japan","JPN","2016",40155.28071,2.799999952,NA,126.994511,1.44,2.7,77.01999664,83.98487805,392
"Jordan","JOR","2016",10039.50576,24.12999916,NA,9.551467,2.954,17.1,41.65000153,74.184,400
"Kazakhstan","KAZ","2016",24210.86296,NA,NA,17.794055,2.73,11,77.01000214,72.41,398
"Kenya","KEN","2016",3952.745641,2.940000057,NA,49.051686,3.663,47.8,75.30000305,65.393,404
"Kiribati","KIR","2016",2249.768675,NA,NA,0.112524,3.651,55.8,NA,67.577,296
"Korea, Dem. People’s Rep.","PRK","2016",NA,NA,NA,25.307744,1.917,20,86.52999878,NA,408
"Korea, Rep.","KOR","2016",39963.61047,3.539999962,NA,51.217803,1.172,3.4,68.33000183,82.27560976,410
"Kosovo","XKX","2016",10179.96973,31.69000053,NA,1.777557,2.06,NA,NA,71.74390244,NA
"Kuwait","KWT","2016",54708.70268,5.829999924,NA,3.956875,2.082,8.5,73.95999908,75.224,414
"Kyrgyz Republic","KGZ","2016",4912.382483,8.739999771,NA,6.0795,3.1,21.2,65.01999664,70.95121951,417
"Lao PDR","LAO","2016",6896.129388,NA,NA,6.845846,2.751,51.3,81.33999634,66.924,418
"Latvia","LVA","2016",27590.98338,8.399999619,NA,1.959537,1.74,4.5,76.44999695,74.5804878,428
"Lebanon","LBN","2016",16108.50408,NA,NA,6.711121,2.104,8,50.13999939,78.8,422
"Lesotho","LSO","2016",2842.698609,NA,NA,2.075001,3.197,90.6,69.63999939,52.059,426
"Liberia","LBR","2016",1516.355714,2.359999895,NA,4.586788,4.461,89.3,77.70999908,62.802,430
"Libya","LBY","2016",10592.42442,NA,NA,6.492164,2.317,12.8,52.61000061,72.311,434
"Liechtenstein","LIE","2016",NA,NA,NA,0.037658,1.61,NA,NA,82.25853659,438
"Lithuania","LTU","2016",32027.80742,6.650000095,NA,2.868231,1.69,4.7,75.55000305,74.67073171,440
"Luxembourg","LUX","2016",113396.7538,6.630000114,NA,0.582014,1.41,2.9,69.61000061,82.68536585,442
"Macao SAR, China","MAC","2016",117335.5878,1.5,NA,0.612836,1.207,NA,77.44000244,83.854,446
"Madagascar","MDG","2016",1565.866924,NA,NA,24.89438,4.184,56,87.51999664,65.931,450
"Malawi","MWI","2016",1024.601072,NA,NA,17.205289,4.407,50,78.05000305,62.681,454
"Malaysia","MYS","2016",25541.64399,3.920000076,NA,30.684804,2.037,8.2,67.77999878,75.649,458
"Maldives","MDV","2016",17583.85169,5.630000114,NA,0.475513,1.947,9.5,69.87000275,78.013,462
"Mali","MLI","2016",2198.562706,1.299999952,NA,17.965429,6.057,104.8,72.33999634,57.987,466
"Malta","MLT","2016",40476.6286,5.159999847,NA,0.455356,1.37,7.1,69.98000336,82.45365854,470
"Marshall Islands","MHL","2016",3648.63509,NA,NA,0.057735,NA,34.7,NA,NA,584
"Mauritania","MRT","2016",5045.8943,NA,NA,4.163534,4.679,80.3,46.45000076,64.208,478
"Mauritius","MUS","2016",20646.933,10.40999985,NA,1.263473,1.4,14.5,65.80999756,74.39487805,480
"Mexico","MEX","2016",19603.30887,3.910000086,NA,123.333376,2.186,15.7,64.16000366,74.917,484
"Micronesia, Fed. Sts.","FSM","2016",3440.064207,NA,NA,0.110215,3.145,32.5,NA,67.471,583
"Moldova","MDA","2016",10942.55087,2.74000001,NA,2.80217,1.259,15.3,47.22000122,71.617,498
"Monaco","MCO","2016",NA,8.680000305,NA,0.03807,NA,3.4,NA,NA,492
"Mongolia","MNG","2016",10940.41507,5.900000095,NA,3.056359,2.923,18.8,62.18999863,69.321,496
"Montenegro","MNE","2016",18857.90297,17.07999992,NA,0.622303,1.73,3.1,63.13999939,76.568,499
"Morocco","MAR","2016",7109.242906,10.65999985,NA,35.126296,2.489,24.2,49.38000107,75.974,504
"Mozambique","MOZ","2016",1273.783084,NA,NA,27.829942,4.992,81.8,78.91999817,58.309,508
"Myanmar","MMR","2016",4482.924518,NA,NA,53.045226,2.182,49.9,67.69000244,66.205,104
"Namibia","NAM","2016",10266.74525,24.97999954,NA,2.358041,3.496,46.3,62.38999939,62.625,516
"Nauru","NRU","2016",11167.31928,NA,NA,0.013049,NA,33.9,NA,NA,520
"Nepal","NPL","2016",2902.249217,NA,NA,27.261131,2.027,34.6,85.09999847,69.848,524
"Netherlands","NLD","2016",54019.80035,6.510000229,NA,17.030314,1.66,4,79.73000336,81.56097561,528
"New Caledonia","NCL","2016",NA,NA,NA,0.27655,2.08,NA,71.09999847,76.93170732,540
"New Zealand","NZL","2016",41857.47803,5.460000038,NA,4.6932,1.87,5.3,79.91999817,81.61243902,554
"Nicaragua","NIC","2016",5811.910595,4.199999809,NA,6.303974,2.455,18.7,69.01999664,73.86,558
"Niger","NER","2016",1151.655159,NA,NA,20.788838,7.087,90.2,73.68000031,61.137,562
"Nigeria","NGA","2016",5284.891949,8.029999733,NA,185.960289,5.526,125,53.90999985,53.541,566
"North Macedonia","MKD","2016",15541.21281,22.72999954,NA,2.080745,1.506,12,64.37999725,75.498,807
"Northern Mariana Islands","MNP","2016",NA,NA,NA,0.056188,NA,NA,NA,NA,580
"Norway","NOR","2016",63305.60402,3.910000086,NA,5.234519,1.71,2.6,77.97000122,82.40731707,578
"Oman","OMN","2016",30190.16766,13.68000031,NA,4.479219,2.937,11.3,72.83999634,77.142,512
"Pakistan","PAK","2016",4421.670349,NA,NA,203.627284,3.612,73.8,54.84999847,66.77,586
"Palau","PLW","2016",18275.02453,NA,NA,0.017725,NA,19.1,NA,NA,585
"Panama","PAN","2016",29337.88139,3.920000076,NA,4.037078,2.514,16.4,69.86000061,77.964,591
"Papua New Guinea","PNG","2016",4225.813275,NA,NA,8.27176,3.657,49,48.47999954,63.744,598
"Paraguay","PRY","2016",12157.80061,6.710000038,NA,6.777872,2.479,21.5,73.84999847,73.836,600
"Peru","PER","2016",12403.68875,3.980000019,NA,30.926032,2.297,15,78.45999908,76.044,604
"Philippines","PHL","2016",7705.045222,2.849999905,NA,103.663927,2.718,29.3,64.16999817,70.802,608
"Poland","POL","2016",28774.2728,6.230000019,NA,37.970087,1.39,4.7,69.09999847,77.85121951,616
"Portugal","PRT","2016",31949.20921,11.17000008,NA,10.325452,1.36,3.6,73.97000122,81.12439024,620
"Puerto Rico","PRI","2016",34539.58684,NA,NA,3.406672,1.2425,NA,49.83000183,79.49497561,630
"Qatar","QAT","2016",95601.9874,0.699999988,NA,2.654374,1.907,7.5,87.95999908,79.868,634
"Romania","ROU","2016",25225.26379,4.980000019,NA,19.702267,1.69,8.6,65.54000092,75.2097561,642
